,str,dex,con,int,wis,cha,ac,hp,perception,fortitude,reflex,will,focus,num_immunities,land_speed,fly,climb,swim,spells_nr_lvl_1,spells_nr_lvl_2,spells_nr_lvl_3,spells_nr_lvl_4,spells_nr_lvl_5,spells_nr_lvl_6,spells_nr_lvl_7,spells_nr_lvl_8,spells_nr_lvl_9,melee_max_bonus,avg_melee_dmg,ranged_max_bonus,avg_ranged_dmg,acid_resistance,all_damage_resistance,bludgeoning_resistance,cold_resistance,electricity_resistance,fire_resistance,mental_resistance,physical_resistance,piercing_resistance,poison_resistance,slashing_resistance,area_damage_weakness,cold_weakness,cold_iron_weakness,evil_weakness,fire_weakness,good_weakness,slashing_weakness,splash_damage_weakness
497,7,7,4,5,4,8,36,255,26,22,27,26,0,1,0.0,0,0,0,0,1,0,2,0,0,0,0,0,29,29.5,29,28.0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0
498,8,4,5,4,6,6,42,335,32,31,28,32,0,3,60.0,160,0,0,2,0,0,1,0,0,0,0,0,36,32.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,7,3,4,5,5,6,33,220,23,20,19,25,1,2,20.0,60,0,0,5,3,4,1,3,0,1,0,0,25,30.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
500,3,4,3,2,1,1,18,30,7,9,10,5,0,0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,10,9.5,10,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,1,2,0,4,1,3,20,60,11,9,12,13,0,0,20.0,0,0,0,1,0,0,0,0,0,0,0,0,12,5.5,0,0.0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0
502,2,1,3,-4,2,0,14,10,5,7,5,3,0,0,5.0,0,10,0,0,0,0,0,0,0,0,0,0,6,5.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,0,4,6,-3,2,-2,24,95,16,18,16,14,0,2,20.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,5,0,0,10,0,0,10,0,5,10,0,0,0,0,0,0,10
504,8,9,3,6,5,4,39,290,29,25,33,27,0,2,50.0,0,0,0,0,1,1,0,0,0,0,0,0,33,23.5,33,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,3,3,0,1,4,0,18,28,10,6,7,10,0,4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,-2,3,0,-1,2,2,18,28,8,5,10,7,0,2,10.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,2,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,5
507,1,3,1,3,5,1,17,35,11,5,9,11,0,0,20.0,0,0,0,1,0,0,0,0,0,0,0,0,7,5.5,9,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
508,4,1,3,-1,2,1,18,28,8,9,7,6,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,10,9.5,7,4.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
509,-5,9,0,7,7,9,39,280,29,29,32,32,1,5,50.0,80,0,0,2,1,1,1,0,1,1,0,0,34,30.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,3,3,1,0,4,-1,18,40,11,8,8,11,0,0,25.0,0,0,0,3,4,4,0,0,0,0,0,0,12,9.5,12,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,0,4,3,-4,1,0,15,30,4,6,9,4,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,9,9.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,6,3,5,3,5,7,29,170,19,19,17,21,0,1,30.0,0,0,0,1,3,0,2,1,0,1,0,0,23,21.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
513,2,4,0,1,3,1,19,35,10,7,11,10,0,0,25.0,30,0,0,1,0,0,0,0,0,0,0,0,9,9.5,11,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,2,1,3,0,2,0,16,15,6,7,5,4,0,4,20.0,0,0,0,0,0,0,0,0,0,0,0,0,6,4.5,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,4,6,4,9,6,4,36,275,29,23,25,29,0,0,25.0,0,0,0,2,1,2,1,0,0,0,2,0,27,26.5,0,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
516,6,4,6,-3,3,-3,27,118,17,18,14,17,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,20,18.0,18,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,7,3,4,5,3,2,31,195,20,23,18,22,0,3,40.0,80,0,0,3,4,3,4,2,0,0,0,0,24,22.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,7,3,5,3,5,6,31,195,22,22,18,24,0,2,40.0,120,0,0,1,0,0,2,0,0,0,0,0,24,22.0,0,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
519,5,4,2,1,4,2,24,90,14,12,16,14,0,5,35.0,0,0,0,0,0,0,0,0,0,0,0,0,17,14.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,-1,4,1,3,1,3,19,45,8,6,11,8,0,0,15.0,40,0,0,1,2,0,0,0,0,0,0,0,11,7.5,7,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
521,4,4,3,-1,2,0,24,53,11,10,15,11,0,0,20.0,0,0,35,0,0,0,0,0,0,0,0,0,15,12.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,7,5,5,-4,4,-2,27,137,18,17,19,14,0,0,5.0,0,0,80,0,0,0,0,0,0,0,0,0,21,23.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,0,6,3,5,7,5,30,190,24,18,21,24,0,1,10.0,60,0,0,0,0,0,0,0,0,0,0,0,23,20.0,23,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
524,8,6,5,4,5,5,31,260,25,25,28,23,0,3,30.0,0,0,0,0,0,0,0,0,0,0,0,0,30,33.5,28,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,4,3,3,1,5,0,21,50,13,11,9,13,0,4,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,10,5,8,8,10,9,45,370,36,34,31,38,3,0,30.0,90,0,0,1,2,1,0,2,1,1,1,2,38,49.0,0,0.0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
527,0,4,1,3,2,3,16,20,7,4,9,7,0,0,15.0,30,0,0,2,1,0,1,0,0,0,0,0,9,4.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0
528,7,2,6,2,3,4,27,240,22,25,19,20,0,12,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,8
529,-5,7,0,1,6,8,35,175,27,21,28,29,0,6,0.0,50,0,0,2,1,1,1,0,2,0,0,0,28,37.5,0,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,4,4,6,-5,0,-5,25,155,15,19,17,15,0,15,0.0,40,0,0,0,1,1,1,0,0,0,0,0,19,23.0,19,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,4,3,2,0,2,1,17,40,8,8,9,6,0,4,25.0,0,0,30,0,0,0,0,0,0,0,0,0,10,7.5,9,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
532,3,4,1,1,3,1,18,35,9,7,10,7,0,0,15.0,0,0,40,0,0,0,0,0,0,0,0,0,11,8.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,6,5,3,-1,5,-2,26,110,18,14,18,16,3,0,40.0,20,0,0,0,0,0,0,0,0,0,0,0,18,15.0,16,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,7,3,4,2,7,3,30,135,21,18,15,23,0,0,25.0,0,20,0,6,3,2,2,1,0,0,0,0,21,18.0,0,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,4,1,2,0,0,3,18,30,8,10,7,6,0,0,20.0,0,0,30,0,0,0,0,0,0,0,0,0,10,8.5,7,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,1,4,0,1,3,0,19,16,6,5,9,8,0,0,25.0,0,15,0,1,0,0,0,0,0,0,0,0,7,4.5,7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,6,3,5,-5,2,-4,23,140,13,18,14,11,0,1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,17,19.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,8,9,7,7,7,10,45,320,37,31,33,35,0,0,40.0,30,0,0,4,10,7,5,5,5,3,4,4,38,43.0,0,0.0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0
539,4,1,3,0,0,3,24,75,8,14,8,11,2,1,25.0,0,0,0,1,0,0,0,0,0,0,0,0,14,9.5,11,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,4,5,3,-2,2,3,21,60,10,9,13,12,1,6,25.0,0,25,0,2,2,0,0,0,0,0,0,0,13,8.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,3,2,1,-1,0,1,18,44,12,10,9,7,0,0,30.0,0,0,0,3,2,0,0,0,0,0,0,0,12,10.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
542,3,2,2,-5,2,0,16,15,6,6,6,4,0,0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,7,5.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,2,4,1,-2,2,1,19,50,9,8,11,7,0,12,25.0,0,0,0,0,0,0,0,0,0,0,0,0,11,9.0,11,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,6,2,5,2,4,3,30,195,18,21,16,20,0,3,40.0,100,0,0,5,4,3,3,0,0,0,0,0,23,21.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
545,5,0,3,0,2,2,22,75,12,14,9,11,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10
546,4,4,2,-5,0,4,22,60,9,11,15,9,0,5,20.0,40,0,0,0,0,0,0,0,0,0,0,0,15,10.5,15,10.5,0,0,0,5,5,5,0,0,5,0,5,0,0,0,0,0,0,0,0
547,10,8,6,5,7,8,43,390,32,29,32,35,1,8,50.0,60,0,0,0,2,1,0,1,3,1,0,1,34,49.5,34,61.0,0,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0
548,5,7,5,3,5,6,29,180,19,18,21,19,0,6,25.0,0,25,0,0,0,0,0,0,0,0,0,0,23,15.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,3,1,4,2,2,0,17,45,8,10,5,8,0,1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,9,10.0,7,10.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
550,5,4,3,-4,2,-2,19,46,9,10,11,7,0,0,5.0,0,0,35,0,0,0,0,0,0,0,0,0,12,11.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,3,4,5,-5,1,-3,20,65,10,14,13,8,0,4,20.0,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,0,0,0,5
552,3,5,2,0,2,5,22,83,11,9,16,11,0,0,0.0,40,0,0,0,0,0,0,0,0,0,0,0,14,10.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
553,5,3,4,3,2,0,23,92,14,14,15,12,0,0,30.0,40,0,0,2,0,0,0,0,0,0,0,0,17,15.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,5,4,5,1,2,3,24,120,14,17,14,10,0,12,25.0,0,0,0,0,0,0,0,0,0,0,0,0,17,17.0,16,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,8,5,8,4,4,6,34,350,24,28,23,20,1,0,35.0,0,0,0,0,4,2,2,0,0,0,0,0,30,34.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0
556,0,4,1,0,3,4,16,22,8,4,9,7,0,1,25.0,0,0,0,2,2,1,0,0,0,0,0,0,9,5.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
557,9,6,4,4,7,6,42,240,33,28,30,33,0,3,80.0,0,0,0,0,0,0,3,0,0,0,0,0,35,33.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,7,4,6,0,1,3,30,175,17,22,18,17,2,0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,24,18.0,21,18.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
559,1,3,0,2,2,1,16,14,9,5,8,7,0,0,40.0,0,0,0,2,0,1,0,1,0,0,0,0,6,3.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,-2,3,1,4,4,0,18,45,11,6,10,11,0,0,20.0,0,0,0,0,2,1,0,0,0,0,0,0,10,5.5,10,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,2,4,3,1,3,0,18,35,9,9,10,7,0,0,25.0,25,0,0,0,0,0,0,0,0,0,0,0,10,6.5,10,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,6,1,3,1,4,3,28,155,19,18,16,21,0,3,30.0,120,0,0,6,5,3,2,0,0,0,0,0,21,21.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,4,4,6,5,6,4,26,170,18,16,14,18,1,0,25.0,0,0,0,2,5,1,2,1,0,0,0,0,19,20.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
564,0,4,1,-2,3,1,16,20,8,4,9,8,0,0,25.0,15,15,15,0,0,0,0,0,0,0,0,0,9,4.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,8,4,6,4,6,7,37,275,29,27,23,29,0,2,50.0,150,0,0,4,5,3,4,4,3,0,0,0,30,30.5,0,0.0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
566,1,6,1,8,8,5,34,245,25,20,23,27,0,12,25.0,0,0,0,1,0,1,1,1,4,1,0,0,0,0.0,25,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,1,2,0,-5,2,0,15,7,6,4,6,4,0,5,15.0,25,0,0,0,0,0,0,0,0,0,0,0,6,3.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,3,6,4,1,8,7,35,290,28,22,26,30,0,1,25.0,25,0,0,2,1,0,2,1,0,1,1,0,27,26.5,27,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
569,5,3,4,-4,0,1,18,50,9,11,10,5,0,0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,12,11.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,2,4,1,-2,2,1,19,50,9,8,11,7,0,12,25.0,0,0,0,0,0,0,0,0,0,0,0,0,11,9.0,11,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,3,5,3,2,4,7,24,105,15,12,16,17,1,1,25.0,35,0,0,1,1,0,3,0,0,0,0,0,16,18.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
572,3,3,4,2,5,3,23,95,17,14,11,17,0,0,5.0,35,0,0,0,1,1,1,1,0,0,0,0,15,14.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,6,3,5,-5,2,-4,23,140,13,18,14,11,0,1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,17,19.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,2,4,0,0,3,0,18,24,9,6,10,7,0,0,25.0,25,0,0,0,0,0,0,0,0,0,0,0,10,7.5,10,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,9,5,5,-5,4,-5,39,265,28,30,28,25,0,12,40.0,120,0,0,0,0,0,0,0,0,0,0,0,33,30.5,0,0.0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
576,6,3,5,-5,2,-1,20,70,8,13,11,8,0,0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,12,15.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,7,5,5,-5,2,-5,29,285,20,21,19,14,0,10,20.0,0,0,0,0,0,0,0,0,0,0,0,0,23,22.0,23,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,2,4,2,1,0,2,21,60,8,10,12,8,0,0,20.0,0,0,0,1,0,0,0,0,0,0,0,0,14,11.5,14,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,-3,6,4,8,4,5,34,190,24,22,26,26,0,7,0.0,40,0,0,0,1,0,0,0,1,1,0,0,0,0.0,0,0.0,0,0,6,12,12,12,0,0,12,0,12,12,0,0,0,0,0,0,12
580,2,2,3,0,2,0,14,20,6,8,4,4,0,4,25.0,0,0,25,0,0,0,0,0,0,0,0,0,6,3.5,0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
581,6,2,3,4,2,1,25,115,13,18,13,15,0,3,40.0,80,0,0,3,4,2,0,0,0,0,0,0,18,17.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,4,4,3,1,3,4,23,100,13,15,12,15,0,0,30.0,0,10,0,0,0,0,0,0,0,0,0,0,16,12.5,16,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,4,3,4,-4,1,-1,15,20,4,9,8,4,0,0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,7,7.5,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,6,3,5,-5,2,-4,23,140,13,18,14,11,0,1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,17,19.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,8,3,6,5,4,5,39,295,28,30,25,28,0,3,40.0,80,0,0,3,4,3,4,3,3,3,0,0,32,32.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,4,3,4,-1,2,0,20,70,10,14,9,10,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,14,11.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
587,-5,4,0,0,5,4,21,45,13,8,12,13,0,4,0.0,25,0,0,0,0,0,0,0,0,0,0,0,14,11.5,14,9.5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,8,6,7,3,5,4,35,285,25,27,24,23,0,1,45.0,0,0,0,0,1,0,1,1,0,0,0,0,31,31.5,28,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,8,6,8,4,5,7,34,225,24,25,23,24,0,1,5.0,40,0,0,0,2,1,0,2,1,1,0,0,27,29.0,25,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,7,5,6,-2,5,7,29,160,21,22,17,19,1,0,25.0,20,0,30,2,4,0,0,1,0,0,0,0,23,20.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,6,8,4,8,6,4,37,216,27,23,27,29,0,5,30.0,0,25,0,0,0,0,0,1,2,0,0,0,30,28.5,0,0.0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
592,-1,3,4,-5,1,-4,20,60,12,15,12,8,0,3,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,4,0,0,0,0,0,8,0,8,4,0,0,0,0,0,0,4
593,0,4,7,-5,3,4,32,160,21,25,22,19,0,6,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,5,10,10,10,0,0,10,0,10,10,0,0,0,0,0,0,10
594,1,3,2,-5,2,0,15,7,8,4,7,4,0,0,0.0,0,0,25,0,0,0,0,0,0,0,0,0,7,3.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,2,4,3,-4,2,0,18,30,8,7,10,6,0,0,25.0,0,25,0,0,0,0,0,0,0,0,0,0,11,7.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,4,2,3,-4,1,-1,19,42,11,13,10,7,0,2,30.0,0,0,15,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,0,0,0,5
597,2,3,2,-4,0,1,15,7,4,4,7,2,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,7,4.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,6,4,5,0,4,1,27,200,19,20,19,15,0,5,30.0,40,0,0,0,0,0,0,0,0,0,0,0,21,20.0,21,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,4,6,4,2,3,4,28,135,20,17,21,16,0,0,25.0,60,0,0,1,1,1,1,0,0,0,0,0,21,19.5,22,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,5,0,3,-4,2,0,21,63,12,11,8,10,0,0,30.0,0,20,0,0,0,0,0,0,0,0,0,0,13,10.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,-1,3,0,-5,2,0,17,8,8,2,7,4,0,12,25.0,25,0,0,0,0,0,0,0,0,0,0,0,7,2.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,3,5,2,0,4,3,21,40,12,8,13,12,0,0,25.0,0,0,40,2,2,0,0,0,0,0,0,0,14,12.0,0,0.0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
603,4,6,3,4,6,3,25,100,17,12,15,17,0,0,25.0,0,0,0,0,1,1,2,0,0,0,0,0,17,13.5,19,13.5,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0
604,8,10,8,-1,6,2,41,280,33,33,35,29,0,3,50.0,0,0,0,0,0,1,0,0,1,0,2,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,20,0,20,12,0,0,0,0,0,0,12
605,6,1,3,1,4,3,28,155,19,18,16,21,0,3,30.0,120,0,0,2,1,0,0,0,0,0,0,0,21,21.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,5,0,3,-5,1,-2,18,90,7,11,8,9,0,5,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,2
607,7,5,7,1,5,5,33,215,25,25,19,21,0,0,40.0,0,0,20,0,0,0,0,0,0,0,0,0,26,20.5,0,0.0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,5,4,3,2,3,2,27,140,15,17,18,15,0,2,30.0,100,0,50,4,5,3,0,0,0,0,0,0,20,20.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,-5,6,0,4,8,6,36,255,31,23,27,29,0,6,0.0,40,0,0,1,0,0,0,0,1,1,0,0,29,30.5,29,27.5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,1,3,2,-5,2,-2,16,40,9,9,10,7,0,2,0.0,0,0,30,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,5,0,0,0,0,0,2,0,5,5,0,0,0,0,0,0,5
611,3,4,5,-5,1,-3,20,65,10,14,13,8,0,4,20.0,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,0,0,0,5
612,6,3,4,4,5,4,27,135,19,14,15,19,1,0,15.0,50,0,0,4,2,2,1,0,0,1,0,0,20,20.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,-1,4,2,2,0,3,16,17,4,6,8,4,0,0,10.0,40,0,0,1,0,0,0,0,0,0,0,0,8,2.5,8,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
614,6,2,4,2,2,4,25,130,15,17,13,15,0,0,25.0,0,0,0,0,1,1,0,0,0,0,0,0,18,15.0,16,16.5,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0
615,6,4,1,1,2,5,25,138,14,13,18,17,0,0,25.0,0,0,0,1,0,0,0,0,0,0,0,0,20,18.0,0,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0
616,6,3,4,2,3,1,25,105,16,17,14,12,1,13,30.0,0,30,0,0,0,0,0,0,0,0,0,0,19,21.5,16,0.0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0
617,3,2,4,-1,3,0,18,30,9,10,6,7,0,0,25.0,0,0,0,0,0,0,1,0,0,0,0,0,11,7.5,11,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,7,2,4,2,5,4,34,235,24,23,21,26,0,3,40.0,140,0,0,6,5,3,3,3,3,0,0,0,27,26.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,5,3,2,-2,2,0,21,60,10,10,13,10,0,0,25.0,30,0,0,0,0,0,0,0,0,0,0,0,13,0.0,0,0.0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,9,6,5,-5,0,-5,40,220,26,27,30,24,0,12,50.0,0,40,0,0,0,0,0,0,0,0,0,0,31,28.5,0,0.0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
621,12,10,12,7,7,9,52,500,43,44,40,37,0,2,60.0,0,0,0,0,0,0,3,0,1,1,0,2,45,57.0,43,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
